id,house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
6606,"2 BHK Flat for Rent in Dwarka Mor, New Delhi",Dwarka Mor,New Delhi,450,2,1,0,Semi-Furnished,27,12000
6607,2 BHK House for Rent in Kadugodi Bangalore,Kadugodi,Bangalore,1200,2,3,0,Furnished,23,28000
6608,1 BHK House for Rent in Laggere Bangalore,Laggere,Bangalore,300,1,1,0,Unfurnished,18,5500
6609,"4 BHK Villa for Rent in Adarsh Palm Retreat, Bellandur Bangalore",Adarsh Palm Retreat,Bangalore,3600,4,4,3,Semi-Furnished,67,240000
6610,"2 BHK Flat for Rent in Gummanahalli, Bangalore",Gummanahalli,Bangalore,971,2,2,0,Semi-Furnished,26,25000
6611,"1 BHK Flat for Rent in Hinjawadi, Pune",Hinjewadi,Pune,500,1,1,0,Unfurnished,28,14000
6612,"2 BHK Flat for Rent in Pride World City Kingsbury, Charholi BK, Pune",Charholi Budruk,Pune,780,2,2,2,Unfurnished,38,30000
6613,3 BHK House for Rent in Pratap Nagar Nagpur,Pratap Nagar,Nagpur,1500,3,3,5,Semi-Furnished,13,20000
6614,"2 BHK Flat for Rent in Sadguru Park, Wagholi, Pune",Wagholi,Pune,800,2,2,2,Unfurnished,15,12000
6615,4 BHK Villa for Rent in Channasandra Bangalore,Channasandra,Bangalore,3000,4,4,2,Semi-Furnished,22,65000
6616,"2 BHK Flat for Rent in Powai, Mumbai",Powai,Mumbai,750,2,2,0,Semi-Furnished,81,61000
6617,"3 BHK Flat for Rent in Khapri, Nagpur",Khapri,Nagpur,1000,3,2,2,Unfurnished,15,15000
6618,"2 BHK Flat for Rent in Andheri East, Mumbai",Andheri East,Mumbai,735,2,2,0,Furnished,88,65000
6619,"2 BHK Flat for Rent in Godrej Central, Chembur, Mumbai",Chembur,Mumbai,1200,2,2,0,Unfurnished,57,68000
6620,1 BHK House for Rent in Butibori Nagpur,Butibori,Nagpur,600,1,1,0,Unfurnished,21,12500
6621,2 BHK House for Rent in Mico Layout Hongasandra Bangalore,Mico Layout,Bangalore,850,2,2,2,Furnished,19,16000
6622,2 BHK House for Rent in Mehrauli New Delhi,Mehrauli,New Delhi,945,2,2,0,Furnished,53,50000
6623,"1 BHK Flat for Rent in Akshay Galaxy, Yewalewadi, Katraj, Pune",Yewalewadi,Pune,663,1,2,2,Unfurnished,20,13000
6624,"3 BHK Flat for Rent in Kammanahalli, Bangalore",Kammanahalli,Bangalore,2100,3,3,0,Semi-Furnished,31,65000
6625,"1 BHK Flat for Rent in Amanora Park Towers, Hadapsar, Pune",Hadapsar,Pune,450,1,1,0,Furnished,44,20000
6626,"4 BHK Flat for Rent in Auris Serenity, Kanchpada, Mumbai",Kanchpada,Mumbai,1648,4,5,0,Semi-Furnished,94,160000
6627,"2 BHK Flat for Rent in Bagalur Main Road, Bangalore",Bagalur Main Road,Bangalore,971,2,2,0,Semi-Furnished,29,28000
6628,"1 BHK Flat for Rent in Nagavara, Bangalore",Nagavara,Bangalore,500,1,0,0,Furnished,36,18000
6629,1 BHK House for Rent in Karvenagar Pune,Karve Nagar,Pune,450,1,1,0,Unfurnished,24,11000
6630,"1 BHK Flat for Rent in Hiranandani Zen Maple, Powai, Mumbai",Powai,Mumbai,382,1,1,0,Furnished,157,60000
6631,"1 BHK Flat for Rent in Kshitija Shree Laxmi Residency, Byculla, Mumbai",Byculla,Mumbai,750,1,1,0,Semi-Furnished,67,50000
6632,3 BHK House for Rent in Undri Pune,Undri,Pune,1200,3,2,0,Furnished,21,25000
6633,"2 BHK Flat for Rent in Techops Laxmi, Koradi Road, Nagpur",Koradi Road,Nagpur,945,2,2,0,Unfurnished,11,10000
6634,"2 BHK Flat for Rent in Kumar Samruddhi, Vishrantwadi, Airport Road, Pune",Vishrantwadi,Pune,950,2,2,0,Furnished,37,35000
6635,"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,950,2,2,3,Semi-Furnished,132,130000
6636,"3 BHK Flat for Rent in Worli Sea Face, Mumbai",Worli Sea Face,Mumbai,1800,3,4,0,Furnished,194,350000
6637,"2 BHK Flat for Rent in DSK Sundarban, Hadapsar, Pune",Hadapsar,Pune,750,2,2,2,Furnished,45,34000
6638,"3 BHK Flat for Rent in Priscs Apartment, Bandra West, Mumbai",Bandra West,Mumbai,1140,3,3,0,Semi-Furnished,167,190000
6639,"2 BHK Flat for Rent in Acharya Niketan, Mayur Vihar, New Delhi",Acharya Niketan,New Delhi,720,2,2,0,Semi-Furnished,27.77777777777778,20000
6640,"1 BHK Flat for Rent in Greater Kailash 1, New Delhi",GK I,New Delhi,250,1,1,0,Unfurnished,68,17000
6641,1 BHK House for Rent in Anand Nagar Dahisar East Mumbai,Anand Nagar Dahisar East,Mumbai,480,1,1,0,Unfurnished,40,19000
6642,1 BHK House for Rent in Shastri Nagar New Delhi,Shastri Nagar,New Delhi,500,1,1,0,Unfurnished,18,9000
6643,"2 BHK Flat for Rent in Bidare Agraha, Bangalore",Bidare Agrahara,Bangalore,700,2,2,2,Semi-Furnished,26,18500
6644,"3 BHK House for Rent in Ams Layout, Vidyaranyapura Bangalore",AMS Layout,Bangalore,1200,3,2,0,Semi-Furnished,18,22000
6645,4 BHK Villa for Rent in Anantapuram Bangalore,Anantapura,Bangalore,3100,4,4,4,Semi-Furnished,23,70000
6646,"1 BHK Flat for Rent in Sector 25 Rohini, New Delhi",Sector 25 Rohini,New Delhi,400,1,1,0,Unfurnished,15,6000
6647,"2 BHK Flat for Rent in Dhanori, Pune",Dhanori,Pune,500,2,2,2,Semi-Furnished,30,15000
6648,"3 BHK Flat for Rent in Pioneer Orchid, Chichbhavan Main Road, Nagpur",Chichbhavan Main Road,Nagpur,1700,3,3,3,Semi-Furnished,11,19000
6649,"3 BHK Flat for Rent in Kohinoor City Phase 2, Kurla West, Mumbai",Kurla West,Mumbai,1200,3,3,4,Unfurnished,67,80000
6650,"2 BHK Flat for Rent in Skyluxe, Chembur, Mumbai",Chembur,Mumbai,1292,2,2,0,Unfurnished,50,65000
6651,1 BHK House for Rent in Subhash Nagar New Delhi,Subhash Nagar,New Delhi,400,1,1,0,Furnished,25,10000
6652,1 BHK House for Rent in Wagholi Pune,Wagholi,Pune,850,1,2,0,Unfurnished,11,9000
6653,"2 BHK Flat for Rent in Dilshad Garden, New Delhi",Dilshad Garden,New Delhi,900,2,2,0,Furnished,24,22000
6654,"2 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bangalore,1000,2,2,2,Semi-Furnished,40,40000
6655,"2 BHK Flat for Rent in Eden Garden, Tathawade Pimpri Chinchwad, Pune",Tathawade,Pune,851,2,2,2,Semi-Furnished,29,25000
6656,2 BHK House for Rent in Amruthnagar Bangalore,Amruthnagar,Bangalore,1200,2,2,0,Semi-Furnished,20,24000
6657,"4 BHK Flat for Rent in Supreme Amadore, Baner, Pune",Baner,Pune,2400,4,4,0,Furnished,63,150000
6658,"2 BHK Flat for Rent in Shivaji Nagar, Nagpur",Shivaji Nagar,Nagpur,700,2,1,2,Semi-Furnished,29,20000
6659,"3 BHK Flat for Rent in Raheja Reflection, Kandivali East, Mumbai",Kandivali East,Mumbai,1268,3,3,3,Furnished,51,65000
6660,4 BHK House for Rent in Bajaj Nagar Nagpur,Bajaj Nagar,Nagpur,6500,4,7,4,Semi-Furnished,46,300000
6661,1 BHK House for Rent in Bidare Agraha Bangalore,Bidare Agrahara,Bangalore,600,1,1,0,Semi-Furnished,13,8000
6662,"2 BHK Flat for Rent in Dhaval Windscape, Hadapsar, Pune",Hadapsar,Pune,750,2,2,2,Semi-Furnished,20,15000
6663,1 BHK House for Rent in Hadapsar Pune,Hadapsar,Pune,300,1,1,0,Unfurnished,18,5500
6664,"2 BHK Flat for Rent in Uttam Nagar East, Uttam Nagar, New Delhi",Uttam Nagar East,New Delhi,585,2,2,0,Semi-Furnished,24,14000
6665,"3 BHK Flat for Rent in Sainik Farm, New Delhi",Sainik Farm,New Delhi,1300,3,3,0,Furnished,25,32000
6666,"1 BHK Flat for Rent in Phase 1 Sheikh Sarai, New Delhi",Sheikh Sarai Phase 1,New Delhi,700,1,1,2,Unfurnished,71,50000
6667,"3 BHK Flat for Rent in Pulkeshi Nagar, Bangalore",Pulkeshi Nagar,Bangalore,1800,3,3,4,Furnished,50,90000
6668,5 BHK Villa for Rent in Hennur Main Road Bangalore,Hennur Main Road,Bangalore,3000,5,5,3,Semi-Furnished,23,70000
6669,"3 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bangalore,2291,3,4,4,Furnished,48,110000
6670,"3 BHK Flat for Rent in Kogilu Main Road, Bangalore",Kogilu Main Road,Bangalore,1840,3,3,2,Semi-Furnished,27,50000
6671,"3 BHK Flat for Rent in Life Republic Clubhouse, Marunji, Hinjawadi, Pune",Marunji,Pune,1318,3,3,0,Semi-Furnished,22,29000
6672,"1 BHK Flat for Rent in Marunji, Hinjawadi, Pune",Marunji,Pune,450,1,1,0,Unfurnished,33,15000
6673,1 BHK House for Rent in Lohegaon Pune,Lohegaon,Pune,430,1,1,0,Unfurnished,9,4000
6674,"2 BHK Flat for Rent in Kirti Nagar, New Delhi",Kirti Nagar,New Delhi,1350,2,2,0,Unfurnished,30,40000
6675,"1 BHK Flat for Rent in Acme Aakansha I, Goregaon Mulund Link Road, Mumbai",Goregaon Mulund Link Road,Mumbai,420,1,2,0,Unfurnished,76,32000
6676,"3 BHK Flat for Rent in Lavakusha Nagar, Bangalore",Lavakusha Nagar,Bangalore,1096,3,3,2,Furnished,33,36000
6677,"2 BHK Flat for Rent in Green City, Hadapsar, Pune",Hadapsar,Pune,857,2,2,0,Unfurnished,22,18933
6678,"3 BHK Flat for Rent in Chanakya Place, Sitapuri, New Delhi",Chanakya Place,New Delhi,900,3,2,0,Semi-Furnished,11,10000
6679,"2 BHK Flat for Rent in Gruha Lakshmi Layout, Kamala Nagar, Bangalore",Gruha Lakshmi Layout,Bangalore,960,2,2,2,Furnished,18,17000
6680,"2 BHK House for Rent in Kumaraswamy Layout, Kumaraswamy Layout Bangalore",Kumaraswamy Layout,Bangalore,600,2,1,0,Semi-Furnished,20,12000
6681,"2 BHK Flat for Rent in Karol Bagh, New Delhi",Karol Bagh,New Delhi,1485,2,1,0,Unfurnished,17,25000
6682,1 BHK House for Rent in West Sagarpur New Delhi,Sagarpur West,New Delhi,500,1,1,0,Unfurnished,15,7500
6683,"2 BHK Flat for Rent in Kandivali West, Mumbai",Kandivali West,Mumbai,750,2,2,0,Furnished,73,55000
6684,"2 BHK Flat for Rent in Eisha Empire, Hadapsar, Pune",Hadapsar,Pune,1000,2,2,0,Furnished,30,30000
6685,"1 BHK Flat for Rent in West Patel Nagar, New Delhi",Patel Nagar West,New Delhi,630,1,1,0,Furnished,31.77777777777778,20000
6686,"3 BHK Flat for Rent in Andheri West, Mumbai",Andheri West,Mumbai,1305,3,3,0,Furnished,69,90000
6687,"1 BHK Flat for Rent in Girgaon, Mumbai",Girgaon,Mumbai,300,1,1,0,Unfurnished,133,40000
6688,1 BHK House for Rent in Banashankari Bangalore,Banashankari,Bangalore,424,1,1,0,Unfurnished,14,6000
6689,"2 BHK Flat for Rent in Dahanukar Dahanukar Colony, Dahanukar A, Pune",Dahanukar A,Pune,950,2,2,2,Unfurnished,29,28000
6690,"2 BHK Flat for Rent in Undri, Pune",Undri,Pune,800,2,2,0,Semi-Furnished,19,15000
6691,"3 BHK Flat for Rent in Krishnarajapura, Bangalore",KR Puram,Bangalore,1200,3,2,0,Semi-Furnished,29,35000
6692,4 BHK Villa for Rent in Budigere Bangalore,Budigere,Bangalore,3694,4,4,2,Semi-Furnished,22,80000
6693,"3 BHK Flat for Rent in Megapolis Sangria Towers, Phase 3 Hinjewadi Rajiv Gandhi Infotech Park, Pune",Hinjewadi Phase 3,Pune,1200,3,3,2,Furnished,33,40000
6694,"1 BHK Flat for Rent in Blue Ridge, Hinjawadi, Pune",Hinjewadi,Pune,510,1,1,0,Semi-Furnished,44,22500
6695,"1 BHK Flat for Rent in Godrej The Trees Phase 2, Vikhroli East, Mumbai",Vikhroli East,Mumbai,480,1,1,0,Unfurnished,136,65500
6696,"1 BHK Flat for Rent in Jyoti Complex, Goregaon East, Mumbai",Goregaon East,Mumbai,430,1,2,0,Unfurnished,65,28000
6697,1 BHK House for Rent in Adugodi Bangalore,Adugodi,Bangalore,500,1,1,0,Semi-Furnished,22,11200
6698,3 BHK House for Rent in C2 Block Janakpuri New Delhi,C2 Block Janakpuri,New Delhi,3400,3,2,0,Semi-Furnished,8,27000
6699,"3 BHK Flat for Rent in Nirmal Lifestyle, Lal Bahadur Shastri Road, Mumbai",Lal Bahadur Shastri Road,Mumbai,1098,3,3,0,Unfurnished,44,48000
6700,"4 BHK Flat for Rent in Defence Colony, New Delhi",Defence Colony,New Delhi,2200,4,4,2,Semi-Furnished,139,310000
6701,"2 BHK Flat for Rent in Kurla West, Mumbai",Kurla West,Mumbai,925,2,2,0,Unfurnished,65,60000
6702,1 BHK House for Rent in Hadapsar Pune,Hadapsar,Pune,500,1,1,0,Unfurnished,15,7500
6703,2 BHK House for Rent in Sahakar Nagar Nagpur,Sahakar Nagar,Nagpur,750,2,1,2,Unfurnished,15,11000
6704,"2 BHK Flat for Rent in Navkala Apartment, Patparganj, New Delhi",Patparganj,New Delhi,900,2,2,2,Semi-Furnished,29,26000
6705,"3 BHK Flat for Rent in Defence Colony, New Delhi",Defence Colony,New Delhi,2412,3,3,3,Unfurnished,155,380000
6706,"1 BHK Flat for Rent in Dwarka Mor, New Delhi",Dwarka Mor,New Delhi,450,1,1,0,Unfurnished,12,5500
6707,1 BHK House for Rent in Manewada Nagpur,Manewada,Nagpur,650,1,1,0,Semi-Furnished,11,7000
6708,"1 BHK Flat for Rent in Sector 7 Dwarka, New Delhi",Sector 7 Dwarka,New Delhi,450,1,1,0,Unfurnished,42,19000
6709,"2 BHK Flat for Rent in Ravet, Pimpri Chinchwad, Pune",Ravet,Pune,1000,2,2,0,Furnished,16,16000
6710,"2 BHK Flat for Rent in Paschim Vihar, New Delhi",Paschim Vihar,New Delhi,756,2,2,0,Unfurnished,27.77777777777778,21000
6711,"3 BHK Flat for Rent in Sopan Baug Society, Ghorpadi, Pune",Sopan Baug Society,Pune,1625,3,2,0,Furnished,40,65000
6712,"2 BHK Flat for Rent in Paradise Hills, Hingna Road, Nagpur",Hingna Road,Nagpur,800,2,2,0,Unfurnished,11,8500
6713,"1 BHK Flat for Rent in Amar Jyoti, Hadapsar, Pune",Hadapsar,Pune,504,1,1,0,Semi-Furnished,30,15000
6714,"4 BHK Flat for Rent in Bright Sky, Baner, Pune",Baner,Pune,2000,4,5,2,Furnished,53,110000
6715,"3 BHK Flat for Rent in Krisala 41 Estera, Punawale, Pimpri Chinchwad, Pune",Punawale,Pune,1067,3,2,3,Unfurnished,21,22000
6716,"3 BHK Flat for Rent in Royal Palms Estate, Mumbai",Royal Palms Estate,Mumbai,1105,3,3,0,Furnished,30,33000
6717,1 BHK House for Rent in Sector 22 Rohini New Delhi,Sector 22 Rohini,New Delhi,550,1,1,0,Unfurnished,14,7500
6718,"3 BHK Flat for Rent in 25 South, Prabhadevi, Mumbai",Prabhadevi,Mumbai,1565,3,4,0,Furnished,319,500000
6719,4 BHK Villa for Rent in Budigere Bangalore,Budigere,Bangalore,1650,4,3,0,Semi-Furnished,30,50000
6720,"3 BHK Flat for Rent in Paranjape Broadway, Wakad, Pune",Wakad,Pune,1200,3,3,3,Unfurnished,38,45000
6721,"3 BHK Flat for Rent in DLF Capital Greens 1 and 2, New Moti Nagar, Kirti Nagar, New Delhi",New Moti Nagar,New Delhi,1500,3,3,3,Semi-Furnished,45,68000
6722,"2 BHK Flat for Rent in First City, Mihan, Nagpur",Mihan,Nagpur,1387,2,2,0,Furnished,22,30000
6723,"4 BHK Flat for Rent in L&T Emerald Isle Phase 2, Powai, Mumbai",Powai,Mumbai,2800,4,5,3,Furnished,134,380000
6724,"2 BHK Flat for Rent in Godrej Infinity, Keshav Nagar Mundhwa, Pune",Keshav Nagar,Pune,850,2,2,2,Unfurnished,41,35000
6725,"2 BHK Flat for Rent in Loni Kalbhor, Pune",Loni Kalbhor,Pune,900,2,2,0,Semi-Furnished,6,5500
6726,"3 BHK Flat for Rent in Lodha Grandeur, Prabhadevi, Mumbai",Prabhadevi,Mumbai,1092,3,3,0,Semi-Furnished,160,180000
6727,"3 BHK Flat for Rent in Kalpataru Aura, Nityanand Nagar Ghatkopar West, Mumbai",Nityanand Nagar Ghatkopar West,Mumbai,850,3,2,0,Furnished,124,110000
6728,"3 BHK Flat for Rent in Rashmi Regency, Nalasopara East, Mumbai",Nalasopara East,Mumbai,1000,3,3,3,Unfurnished,16,16000
6729,"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bangalore,1820,3,3,4,Semi-Furnished,43,79000
6730,"3 BHK Flat for Rent in Uday Park, South Extension, New Delhi",Uday Park,New Delhi,1700,3,4,0,Semi-Furnished,138,240000
6731,"2 BHK Flat for Rent in Green Park Extension, New Delhi",Green Park Extension,New Delhi,1400,2,2,0,Furnished,46,65000
6732,4 BHK House for Rent in Karawal Nagar New Delhi,Karawal Nagar,New Delhi,1500,4,2,0,Semi-Furnished,11,17000
6733,"4 BHK Flat for Rent in Sector 23 Rohini, New Delhi",Sector 23 Rohini,New Delhi,2200,4,3,0,Semi-Furnished,23,50000
6734,"2 BHK Flat for Rent in Kalpataru Yugdharma, Malad West, Mumbai",Malad West,Mumbai,800,2,2,0,Furnished,106,85000
6735,"2 BHK Flat for Rent in Begur, Bangalore",Begur,Bangalore,930,2,2,0,Semi-Furnished,45,42000
6736,"2 BHK Flat for Rent in Narendra Nagar, Nagpur",Narendra Nagar,Nagpur,900,2,2,0,Furnished,28,25000
6737,"2 BHK Flat for Rent in Yashwin Encore, Wakad, Pune",Wakad,Pune,930,2,2,0,Semi-Furnished,32,30000
6738,"1 BHK Flat for Rent in Tower 28, Malad East, Mumbai",Malad East,Mumbai,450,1,2,2,Furnished,100,45000
6739,"1 BHK Flat for Rent in Stage 6th Banashankari, Bangalore",Banashankari stage 6,Bangalore,572,1,1,0,Semi-Furnished,44,25000
6740,"3 BHK Flat for Rent in Shri Nidhi Apartment, Brhmanwada, Mumbai",Brhmanwada,Mumbai,1280,3,3,2,Furnished,125,160000
6741,2 BHK House for Rent in Freedom Fighters Enclave New Delhi,Freedom Fighters Enclave,New Delhi,1350,2,2,0,Semi-Furnished,26,35000
6742,"1 BHK Flat for Rent in Old Govindpura, New Delhi",Old Govindpura,New Delhi,400,1,1,0,Furnished,38,15000
6743,"2 BHK Flat for Rent in Xrbia Hinjewadi, Hinjawadi, Pune",Hinjewadi,Pune,418,2,2,2,Furnished,38,16000
6744,"3 BHK Flat for Rent in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar, New Delhi",Moti Nagar,New Delhi,1547,3,2,4,Semi-Furnished,39,60000
6745,"3 BHK Flat for Rent in Shiv Kailasa, Mihan, Nagpur",Mihan,Nagpur,1390,3,3,0,Unfurnished,19,27000
6746,"1 BHK Flat for Rent in Kothrud, Pune",Kothrud,Pune,370,1,1,0,Unfurnished,38,14000
6747,1 BHK House for Rent in Somalwada Nagpur,Somalwada,Nagpur,400,1,1,0,Unfurnished,25,10000
6748,"1 BHK Flat for Rent in Aya Nagar, New Delhi",Aya Nagar,New Delhi,485,1,1,0,Unfurnished,18,8500
6749,"2 BHK Flat for Rent in Alpine, Kandivali East, Mumbai",Kandivali East,Mumbai,790,2,2,0,Unfurnished,82,65000
6750,1 BHK House for Rent in Sinhgad Road Pune,Sinhgad Road,Pune,520,1,1,0,Semi-Furnished,13,7000
6751,"2 BHK Flat for Rent in Bandra Kurla Complex – BKC, Bandra East, Mumbai",Bandra East,Mumbai,1000,2,2,0,Furnished,70,70000
6752,3 BHK Villa for Rent in Wanadongri Nagpur,Wanadongri,Nagpur,1830,3,3,2,Unfurnished,5,10000
6753,"3 BHK Flat for Rent in Shubham Enclave, Paschim Vihar, New Delhi",Shubham Enclave,New Delhi,2100,3,3,4,Unfurnished,21,45000
6754,"2 BHK House for Rent in Chikku Lakshmaiah Layout, Adugodi Bangalore",Chikku Lakshmaiah Layout,Bangalore,700,2,2,0,Semi-Furnished,29,20000
6755,3 BHK House for Rent in Gopasandra Sarjapura Road Bangalore,Gopasandra Sarjapura Road,Bangalore,7500,3,3,0,Furnished,80,600000
6756,"1 BHK Flat for Rent in Avalon Avenue, Ram Nagar Tathawade, Pune",Ram Nagar Tathawade,Pune,500,1,1,0,Semi-Furnished,38,19000
6757,"2 BHK Flat for Rent in Assotech Upkar Apartments, Mayur Vihar 1, New Delhi",Mayur Vihar 1,New Delhi,1100,2,2,2,Furnished,25,28000
6758,"2 BHK Flat for Rent in Raheja Classique, Andheri West, Mumbai",Andheri West,Mumbai,800,2,2,0,Unfurnished,131,110000
6759,"2 BHK Flat for Rent in Blue Roof Sera, Sus, Pune",Sus,Pune,800,2,2,0,Unfurnished,30,24000
6760,"2 BHK Flat for Rent in Shree Vinayak Society, Vile Parle East, Mumbai",Vile Parle East,Mumbai,850,2,2,0,Unfurnished,106,90000
6761,1 BHK House for Rent in Korba Mithagar Mumbai,Korba Mithagar,Mumbai,150,1,1,0,Unfurnished,2000,300000
6762,"2 BHK Flat for Rent in Vinayak Nagar Kattigenahalli, Bangalore",Vinayak Nagar,Bangalore,750,2,2,2,Semi-Furnished,33,25000
6763,"3 BHK Flat for Rent in Yeswanthpur, Bangalore",Yeswanthpur,Bangalore,1948,3,3,3,Semi-Furnished,26,50000
6764,"4 BHK Flat for Rent in Anand Vihar, New Delhi",Anand Vihar,New Delhi,3240,4,4,2,Semi-Furnished,30.88888888888889,100000
6765,"3 BHK Flat for Rent in Freedom Fighter Colony, New Delhi",Freedom Fighter Colony,New Delhi,1350,3,3,2,Semi-Furnished,26,35000
6766,"1 BHK Flat for Rent in Janakpuri, New Delhi",Janakpuri,New Delhi,450,1,1,0,Furnished,44,20000
6767,"3 BHK Flat for Rent in F Block Sahakar Nagar, Bangalore",F Block Sahakar Nagar,Bangalore,1580,3,3,3,Semi-Furnished,27,43000
6768,"3 BHK Flat for Rent in Castle Peak, Chembur, Mumbai",Chembur,Mumbai,1350,3,3,6,Unfurnished,78,110000
6769,"3 BHK Flat for Rent in Jangpura B, Jangpura, New Delhi",Jangpura,New Delhi,1650,3,3,2,Semi-Furnished,45,75000
6770,"3 BHK Flat for Rent in Jakkur, Bangalore",Jakkur,Bangalore,1950,3,3,3,Semi-Furnished,41,80000
6771,"1 BHK Flat for Rent in Karvenagar, Pune",Karve Nagar,Pune,550,1,1,0,Semi-Furnished,25,14000
6772,"3 BHK Flat for Rent in Sunny Valley Apartments, Dwarka, New Delhi",Dwarka,New Delhi,1700,3,2,4,Semi-Furnished,24,40000
6773,"2 BHK Flat for Rent in Tivri, Mumbai",Tivri,Mumbai,570,2,2,2,Unfurnished,30,17000
6774,"2 BHK Flat for Rent in Shivaji Park, Mumbai",Shivaji Park,Mumbai,1280,2,2,0,Furnished,141,180000
6775,"3 BHK Flat for Rent in Mantra Insignia Phase 3, Keshav Nagar Mundhwa, Pune",Keshav Nagar,Pune,980,3,3,3,Semi-Furnished,37,36000
6776,"4 BHK Flat for Rent in Neelachal, Sector 4 Dwarka, New Delhi",Sector 4 Dwarka,New Delhi,1900,4,3,3,Semi-Furnished,22,42000
6777,"3 BHK Flat for Rent in Bellandur Lake Road, Bangalore",Bellandur Lake Road,Bangalore,2000,3,3,0,Furnished,29,58000
6778,"3 BHK Flat for Rent in DDA Flats Vasant Kunj, Vasant Kunj, New Delhi",Vasant Kunj,New Delhi,1800,3,3,2,Semi-Furnished,42,75000
6779,"3 BHK Flat for Rent in Sunteck Naigaon, Naigaon East, Mumbai",Naigaon East,Mumbai,751,3,3,0,Unfurnished,24,18000
6780,"5 BHK Villa for Rent in Gera Isle Royale, Bavdhan Pune",Bavdhan,Pune,4500,5,5,0,Unfurnished,39,180000
6781,"2 BHK Flat for Rent in Acropolis, Virar, Mumbai",Virar,Mumbai,830,2,2,0,Unfurnished,23,19000
6782,"4 BHK Flat for Rent in Sector 19 Dwarka, New Delhi",Sector 19 Dwarka,New Delhi,2070,4,4,2,Unfurnished,36.22222222222222,75000
6783,"3 BHK Flat for Rent in Kalpataru Estate, Jogeshwari Vikhroli Link Road, Mumbai",Jogeshwari Vikhroli Link Road,Mumbai,855,3,2,0,Semi-Furnished,102,87500
6784,2 BHK House for Rent in Stage 2nd BTM Layout Bangalore,BTM Layout Stage 2,Bangalore,600,2,2,0,Unfurnished,23,14000
6785,"3 BHK Flat for Rent in Runwal Anthurium, Vardhman Nagar, Mumbai",Vardhman Nagar,Mumbai,865,3,2,2,Semi-Furnished,75,65000
6786,"3 BHK Flat for Rent in Jai Maa Apartment, Sector 5 Dwarka, New Delhi",Sector 5 Dwarka,New Delhi,1700,3,2,2,Semi-Furnished,21,36000
6787,"2 BHK Flat for Rent in Ravi Nagar, Nagpur",Ravi Nagar,Nagpur,600,2,1,2,Unfurnished,35,21000
6788,"1 BHK Flat for Rent in Suraj Apartments, Vishwakarma Colony, Mehrauli Badarpur Road, New Delhi",Vishwakarma Colony,New Delhi,1200,1,1,2,Unfurnished,8,10000
6789,"1 BHK Flat for Rent in Andheri East, Mumbai",Andheri East,Mumbai,550,1,1,0,Semi-Furnished,45,25000
6790,"3 BHK Flat for Rent in Kalpataru Radiance, Goregaon West, Mumbai",Goregaon West,Mumbai,1220,3,3,0,Semi-Furnished,102,130000
6791,"2 BHK Flat for Rent in Doddaballapur Main Road, Bangalore",Doddaballapur Main Road,Bangalore,1000,2,2,0,Unfurnished,14,14000
6792,"3 BHK Flat for Rent in Hemkunt Colony, Greater Kailash, New Delhi",Hemkunt Colony,New Delhi,1100,3,3,2,Furnished,100,110000
6793,"3 BHK Flat for Rent in Clover Highlands, NIBM Road, Pune",NIBM Road,Pune,1669,3,3,0,Unfurnished,39,65000
6794,"3 BHK Flat for Rent in Hosa Road, off Hosur Road, Bangalore",Hosa Road,Bangalore,1538,3,3,0,Semi-Furnished,36,55000
6795,1 BHK House for Rent in Hadapsar Pune,Hadapsar,Pune,700,1,1,0,Unfurnished,17,12000
6796,1 BHK House for Rent in Najafgarh New Delhi,Najafgarh,New Delhi,500,1,1,0,Unfurnished,10,5000
6797,"1 BHK Flat for Rent in Borivali West, Mumbai",Borivali West,Mumbai,500,1,1,0,Semi-Furnished,36,18000
6798,1 BHK House for Rent in Greater Kailash New Delhi,Greater Kailash,New Delhi,200,1,1,0,Semi-Furnished,150,30000
6799,"1 BHK Flat for Rent in Sugaon, Pune",Sugaon,Pune,550,1,1,0,Unfurnished,18,10000
6800,2 BHK House for Rent in Bajrang Nagar Nagpur,Bajrang Nagar,Nagpur,1000,2,2,4,Semi-Furnished,15,15000
6801,"1 BHK Flat for Rent in Shiv Sai Residency, Pimpri Chinchwad, Pune",Pimpri Chinchwad,Pune,650,1,1,0,Furnished,32,21000
